QuoteText,OriginalTopic,Topic,Topic_Prob,,,,,,,
"הרבה פעמים אנחנו אומרים דברים שאולי כשאנחנו נמצאים במצב אחר אנחנו מצטערים עליהם. ואנחנו צריכים לזכור שהדברים גם מתועדים, גם מוקלטים, גם מצולמים וגם נרשמים, והפידבקים שאנחנו מקבלים, גם מהרשמים של הפרוטוקולים הם דברים שבסופו של דבר הם לא דברים שמתאימים לנו כנבחרי ציבור. ",רווחה,בלי,0.95343465,,,,,,,
"אני אפתח עם נציגי העמותה שיציגו את הבעיה ואני אשמח לדעת מה הסטטוס הנוכחי של המעון, כי ממה שהתרשמתי המעון נסגר הלכה למעשה והילדים כבר התחילו להתפזר במוסדות אחרים. האם מישהו מוכן לתת מידע? – בבקשה. ",רווחה,רווחה,0.9511978,,,,,,,
"טלפון כשר כמו שיש לי פה בכיס, אך ורק שיחות קוליות. אין סמס. רק דיבור. אז מה הם עושים? מקבלים טלפון, אני אישית שמעתי איך שזה נראה, הייתי צריך לנסות לשמוע פעמיים, להבין את התוכן של השיחה. אומרים את זה בצורה, אם אתה רוצה אני יכול להשמיע לך אחר כך - - -",רווחה,בלי,0.95118034,,,,,,,
"ברשותכם, אני רוצה לקבוע את כללי הדיון. כמו שאתם יודעים, בוועדת הכלכלה, בוודאי בנושאים בסדר-גודל כזה, אני מבקש מהמשרדים הרלוונטיים להניח את המסד, זאת אומרת, לשים את הרגליים שעליהם מונחת הצעת החוק שמונחת בפנינו. ",רווחה,בלי,0.94862664,,,,,,,
"בוקר טוב. אני מתכבד לפתוח את ישיבת ועדת הכספים. אני מקדם בברכה את החשב הכללי במשרד האוצר, רוני חזקיהו, שנעתר לבקשתנו ובא לכאן להציג את הבעיות שאנחנו מצויים בהם. תיכף אדבר על העניין הזה. ",רווחה,בלי,0.9486259,,,,,,,
"אני ברשותכם רוצה לבוא ישר לעניין. לפני כשלושה שבועות, על פי מיטב זיכרוני, אנחנו עשינו ישיבה בנושא הזה וכדי לתת את הרקע, אז אני רוצה בעצם לתחם את הדיון למשהו מאד מאד ספציפי, ומי שלא היה, אז אני באמת אתן את הרקע.",רווחה,בלי,0.9486255,,,,,,,
"אני ניסיתי להתכונן. למרות השיעורים הפרטיים אני בטוח שיש לי הרבה מה ללמוד, אז נקיים דיונים שיאפשר לנו לפחות ללמוד טוב יותר, שכל אחד מהצדדים יציג את עמדתו, ואחר כך יהיו לנו לא יותר משני דיונים כדי להגיע להחלטות ולהצבעות. ",רווחה,בלי,0.94577587,,,,,,,
"אני הסתובבתי פעם עם טלכרד, פעם היו טלכרדים, אתה זוכר טלפון טלכרד – עם כרטיסים, אני שומר עד היום את הטלכרד עם ההמנון, עם השם ואיפה נכתב. בכל מקרה, הגענו לשפל ושיא חדש, היום אנחנו מבינים שהעובדה שאנשים לא יודעים זה לא, חלילה, בגלל שהם לא רוצים אלא כי אף אחד לא מלמד אותם ולא עוזר להם ובמציאות שבה הפרט בורח, בוחר לברוח, מהקשר שלו למדינה שבה הוא חי, לעיתים המדינה צריכה לעשות צעדים כדי להסביר לו איפה הוא נמצא.",רווחה,בלי,0.9443265,,,,,,,
"על סדר-היום במסגרת יום זכויות האדם הבינלאומי אנחנו מקיימים דיון על העובדים השעתיים. אם יש באמת עובדים שקופים, אז זה העובדים האלה לדעתי. זה הדבר הכי פוגע בעובד למרות שזה חלק מהצרכים של המשק, ודאי של חלק מהמעסיקים.",רווחה,רווחה,0.94249254,,,,,,,
"לא, הייתה עתירה לבית המשפט העליון, ובית המשפט העליון גם אמר שכל הדרך העקומה הזאת – אני לא צריכה לקרוא לכם את פסק הדין, אני בטוחה שאתם מכירים אותו – להעביר את זה בחוזר מנכ""ל בשנייה האחרונה, זו לא צורה. הוועדה כבר פונה למשרד החינוך ומבקשת, שאם אתם לא רוצים שכל שנה נחזור על אותה מנטרה, כן אישור, לא אישור, תביאו חקיקה מסודרת, שתוכל גם לסייע להורים שאין באפשרותם לשלם את אותם תשלומים; אמצעי גבייה הגיוניים ונורמליים איך אנחנו עושים את זה, אבל להסדיר את זה בצורה מסודרת, לא בחוזר מנכ""ל שכל שנה משתנה, כשכל פעם מחכים ולוחצים, להעביר או לא להעביר. ",רווחה,בלי,0.9391992,,,,,,,
"אוקיי, תודה. אני רוצה לפתוח איתך. תאמרי לנו מה ההתייחסות של הצבא לרישומים שמגיעים אליכם בתיקים של המטופלים. איך אתם מתייחסים לזה, כמה השפעה יש לזה, אם זה מדורג. ממש לסקור את כל הנושא. תודה ובבקשה. ",רווחה,בלי,0.938879,,,,,,,
"אני מחלק את הנושא לשני חלקים מבחינתי. יש את הנושא של הסבסוד של הקייטנות, שאני שם אותו שנייה בצד. המחירים שאני דיברתי עליהם זה בהנחת עבודה שאין סבסוד. זאת העלות. אני חושב שבערים וראשי הערים והמקומות הציבוריים – ואנחנו מדברים כרגע רק על קייטנות ציבוריות. מי שרוצה לעשות לעצמו קייטנה פרטית – אהלן וסהלן, שייגבה כמה שהוא רוצה, זה לא מענייננו. אנחנו מדברים על קייטנות שמתבצעות בבתי ספר, במתנ""סים, במתקנים עירוניים וציבוריים, שהציבור שילם עליהם, על אותם מתקנים. ועל הקייטנות האלה – אלה המחירים שאנחנו מדברים, בלי סבסוד כרגע. ",רווחה,חינוך,0.9377002,,,,,,,
"אבל יפחיתו בהתאמה את הימים למי שלא מחוסן, היום מי שלא מחוסן מקבל תשלום יותר נמוך, אבל גם נותנים לו רק שלושה ימים לעומת ארבעה ימים.",רווחה,קורונה,0.9349521,,,,,,,
"אני מחדש את הישיבה. אני אמרתי לגבי ""רשף טכנולוגיה"", שאת ההזמנות שלהם משרד הביטחון ימשיך משדרות, ולכן לא יצטרכו לפטר עובדים. אני שמח שזו תמונת המצב.",רווחה,כלכלי,0.93492407,,,,,,,
"נשנה את זה למועדי כל הדתות. אם לאותו חייב, לא משנה איזו עדה זו, אין מה לתת לילדים לאכול או ללבוש, זה לא הזמן לבוא ולעקל לו דברים. זו מטרת החוק.  ",רווחה,רווחה,0.93043417,,,,,,,
"מה שבעצם יוצא שעמותות שברובן המוחלט הן ללא כוונות רווח, מקבלים כסף ממשרדי הרווחה, בכלל ממשרדי הממשלה, על מנת לתחזק את פעילות הקודש שלהן, וכל הכסף הולך לשכירויות של מקום. משהו פה לא מוצדק, כי אם למדינה יש משאבים, יש את הקרקעות, ומבינה שצריכים להקצות לתנועת נוער או לכל דבר אחר, הדבר הזה לא פחות חשוב, וזה משאב שהוא שווה כסף רק הוא לא עולה כסף, והוא יחסוך המון כסף לאותן עמותות.",רווחה,רווחה,0.9259226,,,,,,,
"אני רוצה לומר כמה מילים לפתיחת הדיון הזה, כי אין לנו זמן רב, וחשוב לעשות את הדברים ללא הרבה נימוסים, חבר הכנסת רוזנטל, אלא לשים את הנקודות כבר עכשיו בתחילת הדיון, כדי שנהיה ממוקדים ויעילים.",רווחה,בלי,0.925262,,,,,,,
בוקר טוב. תמיד משמח אותי שיש אנשים שנחוצים בישיבה והם מאחרים אפילו יותר ממני. זה מקל עליי מאוד מבחינת זמני ההגעה לישיבות. ,רווחה,בלי,0.9249023,,,,,,,
"הממוצע הארצי הוא מיטת שיקום לכל 10,000 תושבים. בצפון זה מיטה לכל 50,000 תושבים. לקשישים המצב גרוע יותר. ",רווחה,בריאות,0.9248579,,,,,,,
"	במהלך חודש מאי משרד האוצר אישר פיצוי למעונות היום המפוקחים ולגנים הפרטיים. במכתב ששלח בשבוע שעבר איציק דניאל הוא אומר שהוא מבטל את הפיצוי של מעונות היום לחודש יוני. זה דבר שהוא לא נורמאלי, זה דבר שמפר כל הסכם והסכמה שהיו עם מעונות היום. צריך לתת על זה את הדעת. ",רווחה,חינוך,0.92423207,,,,,,,
"אני חושב שיש מקום להעלות על נס את תרומת הווטרנים והיהודים שנלחמו בצבאות בעלות הברית לניצחון על גרמניה הנאצית, ובמקביל לייחד את הדיון למציאת פתרון למצוקתם הכלכלית של הווטרנים, כמו של יתר ניצולי השואה שעלו לישראל לאחר 1953.",רווחה,כלכלי,0.92368263,,,,,,,
"חוסר המענה הזה בא לידי ביטוי בשלושה דברים עיקריים שאני יודעת איכשהו לסדר: האחד, ילדים שאין להם שיבוץ. כשאני אומרת ""אין שיבוץ"" זה יכול להיות: או כי אין להם אובייקטיבית מכול סיבה שהיא, או כי השיבוץ שניתן להם הוא שיבוץ שלא הולם את הצרכים שלהם – כך על פי חוות דעת מקצועיות, לא כי ההורים חושבים כך. הדבר השני הוא נושא הסייעות – ילדים שקיבלו שיבוץ בחינוך הכללי בשילוב, עברו כבר את ועדת השילוב, אבל אין להם סייעת למספיק שעות, או אין להם סייעת בכלל. מה זה ""מספיק שעות""? נכון, חוזר המנכ""ל מדבר על טווח מינימום ומקסימום – אז זה תמיד במינימום. הורים היו בוועדות השמה שהתנהלו שלא כשורה.",רווחה,חינוך,0.92339617,,,,,,,
"הבטחתי קודם שאחמיא לאינטנסיביות הגדולה שהצוות עבד בה. היה סד זמנים מאוד לחוץ כדי להתייחס לנושא רחב היקף, עם המון משמעויות, עם צורך לפגוש הרבה מהציבור, עם השוואות בין מדינות. אז בעניין הזה אני בהחלט רוצה להגיד לכם יישר כוח. מעט מאוד אנשים האמינו שמשרדי הממשלה יכולים בארבעה חודשים להוציא דו""ח כל-כך מקיף, זה ראוי לציון.",רווחה,בלי,0.92234063,,,,,,,
"הרעיון הוא לנסות ולהבין את המשמעות של איתור ילדים מחוננים, איך בכלל מוגדרים ילדים מחוננים, מי הם מבחינת המערכת, מה המאפיינים שלהם, האם המערכת באמת בוחנת על פי אותם פרמטרים שהיא הגדירה ילד כילד מחונן וכל הסאגה שנוצרה סביב זה. מראשית הדרך רצו לאתר את הילדים שהם קצת יותר מתקדמים או נמצאים במקום אחר ולתת להם את המשהו הייחודי שיתאים להם ופתאום אנחנו רואים שיש תעשייה שלמה של הכנה, של קורסים, של כל מיני מוקדי הערכה כאלה ואחרים של ילדים שההורים שלהם רוצים לראות אם הם מחוננים. מה המשמעויות של זה עבור הילד, מה קורה לילד שהוא לא באמת מתאים אבל בזכות איזושהי הכנה אגרסיבית מכניסים אותו לתוך סביבה שמאוד יכול להיות שהוא דווקא יחווה בה כישלון ואנחנו נשיג הפוך ממה שאנחנו רוצים.",רווחה,חינוך,0.9198775,,,,,,,
"המטרה מצוינת והחוק כנראה טוב, אבל יש קשיים ביישום שלו, ולכן אנחנו רוצים לעשות את המעקב הזה, לא רק כדי לעקוב אחרי הבעיות, אלא גם לנסות לפתור אותן. ",רווחה,בלי,0.9187109,,,,,,,
"בישיבה הקודמת לא היו הרבה חברי כנסת ואמרנו שיסבירו בישיבה הנוכחית את הנושא הזה באופן מסודר: איך  נולד ההסכם, מה אנחנו נדרשים לעשות וכולי. בבקשה. ",רווחה,בלי,0.9187016,,,,,,,
ביקשנו שהם יציעו הרכב מאוזן יותר שכולל עוד כמה אינטרסים ציבוריים ולא רק את אנשי הכלכלה והאוצר. האם יש לכם הצעה בנושא הזה?,רווחה,בלי,0.91866183,,,,,,,
"אתה יכול לפרט איזה תרופות? אם אני אקבל תרופות מרשם מרופא, אז הרוקח יכול לדחוף לי את אותה תרופה אבל נניח מחברה אחרת?",רווחה,בריאות,0.9186406,,,,,,,
"תכף נשמע אתכם. אתם גם בפעם הראשונה עבדתם עליי, אני חייב להגיד את זה. אני מגן עליכם בדרך כלל, אבל גם אתם וגם פולקמן ביקשתם ממני לדחות את הדיון בשבוע כדי שתבואו בדברים עם אנשי המפעל, אלא שעד השנייה הזאת אף אחד מכם לא דיבר איתם. ואני ממש כועס. אף אחד מכם. ביקשתם ממני לדחות את הדיון, הציעו לי פה בוועדה ""אל תדחה את הדיון כי יעבדו עליך"", אמרתי ""מה פתאום, חבר הכנסת פולקמן דיבר איתי בשם האוצר, אנשי האוצר דיברו איתי, אמרו שיישבו עם המפעל"" – אבל עד לשנייה הזאת לא דיברתם איתם. זה לא יפה ואני מאוד כועס עליכם ברמה האישית. ",רווחה,בלי,0.9173634,,,,,,,
"והנה כשמתברר שיש שיתוף פעולה בין שוטר, תובע – יכול להיות תובע משטרתי, יכול להיות פרקליטות, יכול להיות גם מרשות לניירות ערך – לא חשוב – ושופט או שופטת, ויש תיאום ביניהם – סוף העולם. אז מי מגן על חירותו של האיש? זו הפגיעה הכי קשה והכי חמורה בנושא הזה, לטעמי. ",רווחה,בלי,0.9160193,,,,,,,
"אנחנו היום עושים את הדיון ברוחו, בתורתו של יאנוש קורצ'אק שעשה מהפכה – היום יש דברים שנשמעים לנו מאוד מובנים מאליהם - וגם עוד יש לנו דרך עד שנצליח באמת לעשות אימפלמנטציה מלאה למה שהוא התכוון, אבל שימת הילד במרכז, זה דבר חדש וזה היה הרעיון של קורצ'אק, כאדם. ",רווחה,חינוך,0.9142946,,,,,,,
"הנושא הראשון על סדר-היום: בחירת ממלא מקום ליושב-ראש הכנסת בעת העדרו מן הארץ. מזכירת הכנסת הגב' ירדנה מלר, בבקשה.",רווחה,בלי,0.91131353,,,,,,,
"זה נוגע לכלל המדינה. תפורט בהמשך החלוקה בין הפיקודים, אבל למעשה זה כלל גבולות מדינת ישראל.",רווחה,בלי,0.91126555,,,,,,,
"הנושא הזה לא זר לנו, לא חדש לנו. אני רואה חלק מהדמויות כאן, נפגשנו בוועדות אחרות. אין מי שלא חושב שהנושא הזה צריך להיות מוסדר, מוכוון. כולם מכירים בצורך של זה. ",רווחה,בלי,0.9111968,,,,,,,
"גילוי נאות. מ-77' עד 80' ומשהו הייתי משתלם סדרתי במכללה למינהל, יש לי כמה תעודות, לא לפני הרבה זמן. ",רווחה,חינוך,0.91118157,,,,,,,
"למדתי בחיי כבר הלא קצרים, יש לי עבר יותר מעתיד, שאין דבר שאם יש רצון כן שלא ניתן לפתור אותו. אין דבר כזה. במקום שבו יש רצון כן מחפשים את נקודות האיזון ואין מצב שאין דבר כזה נקודות איזון, יש, נקודות איזון כבר העברנו פה והעברתי כאן חקיקות לאין שיעור יותר - - - רק סיימנו ביום חמישי האחרון את חוק משק החשמל, אחד החוקים היותר כבדים שעברו פה ב-20 אולי 30 השנים האחרונות, עם השלכות רוחב גם על שוק העבודה, גם על המשק, והצלחנו ברוך ה' למצוא - - - גם לפעמים מתווכחים, אבל יודעים למצוא את נקודות האיזון כשהדברים האלה - - - אותו דבר כאן.",רווחה,בלי,0.9091406,,,,,,,
"ביום חמישי הוועדה יצאה לסיור מאוד מאוד חשוב שראה גם תנאי גידול של תרנגולות, זה לעניין הדיון הקודם שנערך פה בוועדה, אבל גם יצא לנו להגיע לחוות החופש בעולש ולראות שם ארבעה חזירים חמודים ומתוקים שניצלו מאותן מכלאות ומאותה תעשייה קשה. חזירים מתוקים וחכמים. ",רווחה,בלי,0.9068019,,,,,,,
"ההשתלשלות הזאת היא יותר ממטרידה, הרבה יותר ממטרידה. אני מאוד מקווה שבדיון כאן היום נוכל להצביע, ופשוט לגמור עם העניין הזה.",רווחה,בלי,0.902313,,,,,,,
"חשבתי שאנחנו הולכים בקו ישר, אם את תומכת בשופט טירקל וסומכת עליו, אז גם אם הוא כותב דוח צריך לקבל את זה. ",רווחה,בלי,0.90226716,,,,,,,
ועדת השרים לחקיקה דנה בהצעת החוק הפרטית שהיא מצורפת והיא קבעה שהצעת החוק הפרטית הזאת תצורף לממשלתית ותוכפף אליה. לכן אנחנו דנים היום בממשלתית שהיא כאמור ביטול המס על התגמול המיוחד.,רווחה,בלי,0.9016945,,,,,,,
"בוקר טוב לכולם, שבוע טוב, אנחנו היום מקיימים שני דיונים. הדיון הראשון יהיה עם הבנק הבינלאומי. בוקר טוב, שלום לכם גברתי אירית איזקסון, יושבת-ראש הבנק הבינלאומי, והגברת סמדר ברבר-צדיק, מנכ""לית הבנק הבינלאומי. אנחנו לא נרחיב, העניינים ברורים. אנחנו לא נחזור על כל אשר נאמר. אני אומר בשם חבריי - חלקם לא הגיעו מסיבות אישיות - שאנחנו כאן רביעיית שואלים, נדע לשאול את השאלות הכי טוב שאפשר. אנא, אני כבר אומר מראש, נא לעשות כל מאמץ, גם אם זה קשה, לא לספר לנו על נפלאות על העתיד ועל נפלאות ההווה. אנחנו לא עוסקים בהווה ובעתיד. אנחנו מבקשים לקבל הבהרות על אשר נעשה ממועד המנדט שניתן לוועדה, מ-2003, עד לימים אלה. ",רווחה,כלכלי,0.89927065,,,,,,,
"לפני שאנחנו נעביר את רשות הדיבור למישהו, אני מבקש מאיריס פלורנטין שהייתה נציגת משרד העבודה והרווחה בצוות הזה לתת לנו סקירה היכן זה עוד, מה נעשה, למה אנחנו לא מצליחים. אני כרגולטור כאן אעשה את מה שהרגולטור כאן לא עשה. אני אשב לכם על העורק. הנה, פשלה ראשונה שלי היא שלא הבאתי את אוחנה, השר לביטחון פנים. פשלה ראשונה. אבל נתקן כי זאת לא ישיבה ראשונה ואנחנו בשורה התחתונה נביא תוצאה. לא נשתוק לאוצר כמו ששתקו לו. יצטרכו להביא לכאן כסף, יצטרכו להביא תקנים, לא יסתפקו רק בדיבורים והדבר ייעשה. ",רווחה,בלי,0.89715624,,,,,,,
"לעומת זאת, אם האדם לא רוצה להצהיר שהוא דתי, הוא לא הולך עם כיפה, או שהוא כן הולך עם כיפה, לא משנה בכלל, לא רוצה להצהיר שאני דתי, אני רוצה לא לעבוד בשבת. על פי החוק אפשר לתת לו, אפשר לא לתת לא, בכלל לא רלבנטי. בכלל, בא החוק הזה וקבע שגם שעובד שאיננו דתי, שלא מצהיר שהוא דתי יכול לבקש שלא לעבוד בשבת, זה החוק, ככה הוא הגיע אליי לפה, לוועדת הכספים. התחלתי לקבל טלפונים ממשרדי ממשלה וכו', שאמרו שזה יכול למוטט את התעשייה בישראל. ",רווחה,דת,0.89704317,,,,,,,
"שר האוצר בקרוון בתקוע ובנוקדים ואתה באלון שבות. כשאתה מתחיל את החיים בחצי בית בארץ ישראל, כפי שארז ביטון אומר, אתה לא תשכח את זה. זה דבר אחד. אנחנו באים ממסד ערכי של בני הדיור הציבורי, בני העליות. ",רווחה,דיור,0.8960984,,,,,,,
"אנחנו מקבלים הרבה תלונות מתושבים ואני החלטתי להתחיל בעוספיה כי אני יודע את הבעיות שיש בעוספיה, גם עם הפארק של שמורת הטבע, שנמצאים איתנו כאן, נשמע גם אותם, גם כל הנושא של חיבורי חשמל, ששם הבעיה היא מאוד מאוד קשה, הרבה בתים שלא מחוברים לרשת החשמל, גם בעיה של קנסות, מאות אלפי שקלים, מיליוני שקלים בעצם של קנסות ואנחנו לא רואים את זה מתקדם ביישוב עוספיה. לכן אני זימנתי את הדיון הזה, אני אעקוב אחרי הדיון הזה, אני אקדם את כל הנושא של תכנון ובנייה בעוספיה. הישיבה הזו תהיה ישיבה ראשונה בנושא הזה ואנחנו גם נגיע לעוספיה ונבדוק את החסמים שיש לנו בעוספיה. ",רווחה,אנרגיה,0.89367026,,,,,,,
"אני חושבת שצריך לזכור שגם מבחינה תקציבית ההיקף כאן לא גדול כי כבר היום חלק מאותם ניצולי שואה מוכרים ומקבלים הנחה בארנונה ממקומות אחרים שמהם הם זכאים. בסופו של דבר זה יצמצם את המספר. לפי חשבון גס שנעשה זה יצמצם את המספר לכ-26,000 ניצולי שואה בלבד. אנחנו חושבים שנכון מאוד להחיל היום את ההטבה הזאת באופן גורף על כולם. ",רווחה,רווחה,0.8936678,,,,,,,
"בוקר טוב לכולם. אני שמחה לפתוח את הדיון של ועדת המשנה לקידום טכנולוגיות לאנרגיה מתחדשת ומעקב אחר יישום מחויבויות הממשלה במסגרת הסכם פריז, הסכם האקלים. הדיון היום יתחלק לשני חלקים, הוא יהיה שעה על נושא אחד ושעה על נושא אחר. נתחיל עם החלק הראשון, בחלק הראשון אנחנו בפעולה הנדרשת מכל הגורמים כאן מסביב לשולחן על מנת לקדם הפחתת פליטות גזי חממה מסקטור בעל תרומה מאוד משמעותית לפליטות. כמה שהממשלה לא עושה מספיק בתחום הפחתת פליטות מאנרגיה, אז בו היא עושה עוד פחות, בסקטור התחבורה. בחלק השני אנחנו נבחן את תרומת אסדות הגז הקיימות והמתוכננות לפליטות גזי החממה בישראל ונדון בניסיון המצטבר מאסדות ים תטיס ותמר ובתכניות הפיתוח של לווייתן. ",רווחה,טכנולוגיה,0.8892547,,,,,,,
"לאורך השנים אנחנו רואים את העלייה בתופעה המדאיגה מאוד הזו, שאנחנו ממש רואים אותה כמגפה של התמכרות ברישיון. היא מתפשטת מתחת לרדאר באופן סמוי, באופן שהדבר הכי גרוע הוא שאנחנו אפילו לא יודעים להעריך את מידת הנזק האמתי שלו, כי הוא סמוי.",רווחה,בלי,0.88856846,,,,,,,
"אני ביקשתי לקיים את הדיון על הגרעון, לאור בקשה, כמובן, של חברים ממפלגות שונות, אבל זה דיון שאני קבעתי אותו. אותו דבר עם הנושא של המסעדנים. אנחנו קבענו כאן בוועדה שאנחנו הולכים לחקיקה, אם אנחנו לא נגיע לפתרון עם רשות המסים. אנחנו ביקשנו מהיועצת המשפטית של הוועדה שהיא תכין את החוק, והיא הכינה את החוק, וכולם חתומים עליו - כל חברי הוועדה, כל מי שהיה והתבקש וחתם, דבר שימנע ממני לעשות דיונים. אני עושה דיונים גם כשהייתה ממשלה רגילה, וגם כשהכול היה בסדר, אני עשיתי דיונים, בגלל שכל דבר שהיה מצריך תיקון, אני עשיתי דיון. ",רווחה,כלכלי,0.88833237,,,,,,,
"אני רוצה להגיד בפתח הדברים שנושא הקמת רשות שוק ההון, זה אחת ההחלטות המהותיות שנתקבלו על-ידי משרד האוצר. אני יודע שסגן שר האוצר מוביל את הנושא הזה. יש כאן אמירה ברורה, שלצד הגופים הבנקאיים יקום גוף משמעותי נוסף. ",רווחה,כלכלי,0.8879048,,,,,,,
"אתמול עשינו ישיבה עם אותו פורום, חוץ מהפקידות הבכירה, וצר לי שככה מתנהלים. בסופו של דבר אנחנו הבאנו את האזרחים פעמיים, אני רואה אותם שם גם אתמול וגם היום. פשוט הרסנו להם את יום העבודה, אבל להבא, אני מבקש, כשאנחנו מזמינים את האנשים - - - דרך אגב, אני לא מזמין פקיד בכיר סתם. אני עצמי הייתי פקיד, עד שאני מגיע לפקיד הבכיר אני מבין שזה רק אצלו. לכן כשאני מזמין מישהו, אנא בטובכם, באמת, עזבו זה לא שאלה של כבוד וזה לא שאלה של עבודה, לכולנו יש עבודה ואנחנו חסים על כבודכם ועל זמנכם, אבל אם הזמנו מישהו, סמכו עליי ועל שיקול הדעת שלי שאני צריך את אותו בן אדם. ואם מסתבר לי שלא, אז אני אפילו מתנצל בפניו. ",רווחה,בלי,0.8769914,,,,,,,
"נושא שני משמעותי, ביקשתי שנציגי משרד ראש הממשלה יבואו לכאן ויציגו את נושא השפעות רי""א בעניין ((RIA – Regulatory Impact Analysis/ Assessment. אני שמח שמנכ""ל משרד ראש הממשלה, אלי גרונר, הגיע לפה ונמצא פה אתנו.",רווחה,בלי,0.87607217,,,,,,,
"כן, גם ל""פרטנר"". לכל 45,000-40,000 התושבים של טייבה מוקצה טכנאי ""בזק"" אחד בלבד שמגיע לעיר רק פעם אחת כל שלושה שבועות בין השעות 09:00 ל-11:00. אני חוזר, אדוני היושב-ראש, חבר הכנסת איתן כבל, לתושבי טייבה, עשרות אלפי תושבים, מוקצה טכנאי ""בזק"" אחד שמגיע לעיר פעם בשלושה שבועות לשעתיים, בין 09:00 ל-11:00. כך גם המצב בשאר היישובים הערביים. להבדיל מיישובים יהודיים, שם יכולים לקבל את השירות תוך ימים ספורים, תוך 24 שעות לפעמים, ובשעות גמישות. ",רווחה,טכנולוגיה,0.87438416,,,,,,,
"רוב התלונות שהגיעו לוועדה מתייחסות לתנאי ההמתנה דווקא בכלא רימונים, כי שם, אני מבין, אין חדר, אולם או משהו להמתנה של המשפחות, אך סביר להניח שתנאים דומים או תנאים לא קלים מקבלים את פני המשפחות גם במתקני כליאה אחרים. הייתה גם תלונה ותלונות על יחס של סוהרים כלפי המשפחות ועל משך ההמתנה הארוך עד למפגש עם האסירים, היו מקרים שמשפחות שנכנסו לביקור היו צריכים להמתין עד שהאסירים הובאו לביקור בגלל מחסור בסוהרים. ",רווחה,בטחון פנים,0.7956834,,,,,,,
"יש פליטי שואה שמקבלים מענק שנתי. יש ניצולי שואה, שמקבלים תמיכות כאלה ואחרות, ויש ארגונים של ניצולי שואה ושל פליטי שואה, שנמצאים גם הם במשבר כלכלי מאוד מאוד עמוק. אגב, אולי אפשר להגיד שזה המשך של הדיון הראשון שהיה לנו בסדר היום של העמותות, אבל כאן אנחנו עושים פריזמה על נושא יותר ספציפי בהקשר הזה, אנחנו מציינים היום 75 שנה לסיומה של מלחמת העולם השנייה. למי שלא יודע, במלחמה הזאת לא רק נטבחו שישה מיליון יהודים, אלא גם לחמו מיליון וחצי יהודים בצבאות בנות הברית בתפקידים מאוד מאוד בכירים, אגב בכל הצבאות, בצבא האדום, אבל גם בצבא האמריקני גם בבריטי וגם באוסטרלי. מארץ ישראל לבדה היו 44,000 לוחמים.",רווחה,רווחה,0.7621962,,,,,,,
"על הרקע הזה כמצע כללי, כפלטפורמה, נמצא מקומה ומעמדה של הרשות למלחמה בסמים, שבהיסטוריה שלה כמו שידוע לכל הנוכחים כאן, קמה כאיזשהו גוף סמך או רשות עצמאית במשרד ראש הממשלה, בנסיבות שאני מגדירה אותן כאן כנסיבות פוליטיות ואני אפילו מרשה לעצמי להגיד לאו דווקא על הצד הכי כשר וטהור של הפוליטיקה, דברים שחלקם נמצאים כרגע בחקירות משטרה ובכתבי אישום. משם עברה הרשות למשרד לביטחון פנים, לא בתקופתכם, שנת 2009 אם אינני טועה או שנת 2008 - - - ",רווחה,רווחה,0.72590744,,,,,,,
"בוקר טוב לכולן ולכולם, בוקר טוב לחברת הכנסת מיכל רוזין, לחבר הכנסת בני בגין. אנחנו נמצאים בדיון נוסף בהצעת חוק חיסיון על טיפול נפשי בהליכים משפטיים שעניינם עבירות מין (תיקוני חקיקה), התשפ""א–2021. ממשרד המשפטים נמצאות איתנו עורכת הדין נילי פינקלשטיין, עורכת הדין יפעת רווה, עורכת הדין אשרת שהם; מהמשרד לביטחון פנים עורכת הדין אפרת ליפשיץ, והיועצת המשפטית עדי טל; מהמועצה לשלום הילד, עורכת הדין לירון אשל; מאיגוד מרכזי סיוע לנפגעות ונפגעי תקיפה מינית, עורכת הדין איילת רזין בית אור; מאיגוד העובדות והעובדים הסוציאליים עורכת הדין ועובדת סוציאלית אפרת רותם, עורכת הדין ועובדת סוציאלית עידן חלילי. יש מישהו שלא הזכרנו בנוכחים? תודה. ",תחבורה,נשים,0.988096,,,,,,,
"כבר משנות ה-50 אנחנו עדים כאן לאפליה על רקע של אמונה דתית והרקע לאפליה הזאת הוא פסול, הוא לא נכון, הוא לא יהודי, הוא לא מוסרי והוא בטח פוגע בזכויות אדם. יש לנו כאן גם את השיח ההלכתי, גם את השיח של זכויות אדם. לא יכול להיות שבמדינה שהיא מדינה יהודית ודמוקרטית אדם יוכל שלא לעבוד בשבת רק אם הוא דתי. מה שקורה היום אדוני זה שרבים שמבקשים שלא לעבוד בשבת, התחילו לעבוד בשבת, התחתנו, הילדים מבקשים שלא יעבדו, בן הזוג או בת הזוג מבקשים שלא יעבדו, והאנשים האלה צפויים לפיטורים על פי לשון החוק. הפניות הראשונות שמגיעות אלינו הן מעובדים שעבדו בשבת ומבקשים שלא לעבוד בשבת ולמעשה הם מגלים תוך כדי הבקשה שלהם שהמחוקק מאפשר למעסיק שלהם לפטר אותם בלי למצמץ ובלי להראות תחושה של אי נוחות כי המחוקק מאפשר את זה.",תחבורה,דת,0.986546,,,,,,,
