Type,QuoteWordCount,QuoteLen,StartDate,Speaker,QuoteText,NonStopwordsQuoteText,Tag
,,,,,"הנושא הראשון על סדר-היום: בחירת ממלא מקום ליושב-ראש הכנסת בעת העדרו מן הארץ. מזכירת הכנסת הגב' ירדנה מלר, בבקשה.",,בלי
,,,,,"זה נוגע לכלל המדינה. תפורט בהמשך החלוקה בין הפיקודים, אבל למעשה זה כלל גבולות מדינת ישראל.",,בלי
,,,,,"הנושא הזה לא זר לנו, לא חדש לנו. אני רואה חלק מהדמויות כאן, נפגשנו בוועדות אחרות. אין מי שלא חושב שהנושא הזה צריך להיות מוסדר, מוכוון. כולם מכירים בצורך של זה. ",,בלי
,,,,,"גילוי נאות. מ-77' עד 80' ומשהו הייתי משתלם סדרתי במכללה למינהל, יש לי כמה תעודות, לא לפני הרבה זמן. ",,חינוך
,,,,,"למדתי בחיי כבר הלא קצרים, יש לי עבר יותר מעתיד, שאין דבר שאם יש רצון כן שלא ניתן לפתור אותו. אין דבר כזה. במקום שבו יש רצון כן מחפשים את נקודות האיזון ואין מצב שאין דבר כזה נקודות איזון, יש, נקודות איזון כבר העברנו פה והעברתי כאן חקיקות לאין שיעור יותר - - - רק סיימנו ביום חמישי האחרון את חוק משק החשמל, אחד החוקים היותר כבדים שעברו פה ב-20 אולי 30 השנים האחרונות, עם השלכות רוחב גם על שוק העבודה, גם על המשק, והצלחנו ברוך ה' למצוא - - - גם לפעמים מתווכחים, אבל יודעים למצוא את נקודות האיזון כשהדברים האלה - - - אותו דבר כאן.",,בלי
,,,,,"ביום חמישי הוועדה יצאה לסיור מאוד מאוד חשוב שראה גם תנאי גידול של תרנגולות, זה לעניין הדיון הקודם שנערך פה בוועדה, אבל גם יצא לנו להגיע לחוות החופש בעולש ולראות שם ארבעה חזירים חמודים ומתוקים שניצלו מאותן מכלאות ומאותה תעשייה קשה. חזירים מתוקים וחכמים. ",,בלי
,,,,,"ההשתלשלות הזאת היא יותר ממטרידה, הרבה יותר ממטרידה. אני מאוד מקווה שבדיון כאן היום נוכל להצביע, ופשוט לגמור עם העניין הזה.",,בלי
,,,,,"חשבתי שאנחנו הולכים בקו ישר, אם את תומכת בשופט טירקל וסומכת עליו, אז גם אם הוא כותב דוח צריך לקבל את זה. ",,בלי
,,,,,ועדת השרים לחקיקה דנה בהצעת החוק הפרטית שהיא מצורפת והיא קבעה שהצעת החוק הפרטית הזאת תצורף לממשלתית ותוכפף אליה. לכן אנחנו דנים היום בממשלתית שהיא כאמור ביטול המס על התגמול המיוחד.,,בלי
,,,,,"בוקר טוב לכולם, שבוע טוב, אנחנו היום מקיימים שני דיונים. הדיון הראשון יהיה עם הבנק הבינלאומי. בוקר טוב, שלום לכם גברתי אירית איזקסון, יושבת-ראש הבנק הבינלאומי, והגברת סמדר ברבר-צדיק, מנכ""לית הבנק הבינלאומי. אנחנו לא נרחיב, העניינים ברורים. אנחנו לא נחזור על כל אשר נאמר. אני אומר בשם חבריי - חלקם לא הגיעו מסיבות אישיות - שאנחנו כאן רביעיית שואלים, נדע לשאול את השאלות הכי טוב שאפשר. אנא, אני כבר אומר מראש, נא לעשות כל מאמץ, גם אם זה קשה, לא לספר לנו על נפלאות על העתיד ועל נפלאות ההווה. אנחנו לא עוסקים בהווה ובעתיד. אנחנו מבקשים לקבל הבהרות על אשר נעשה ממועד המנדט שניתן לוועדה, מ-2003, עד לימים אלה. ",,כלכלי
,,,,,"לפני שאנחנו נעביר את רשות הדיבור למישהו, אני מבקש מאיריס פלורנטין שהייתה נציגת משרד העבודה והרווחה בצוות הזה לתת לנו סקירה היכן זה עוד, מה נעשה, למה אנחנו לא מצליחים. אני כרגולטור כאן אעשה את מה שהרגולטור כאן לא עשה. אני אשב לכם על העורק. הנה, פשלה ראשונה שלי היא שלא הבאתי את אוחנה, השר לביטחון פנים. פשלה ראשונה. אבל נתקן כי זאת לא ישיבה ראשונה ואנחנו בשורה התחתונה נביא תוצאה. לא נשתוק לאוצר כמו ששתקו לו. יצטרכו להביא לכאן כסף, יצטרכו להביא תקנים, לא יסתפקו רק בדיבורים והדבר ייעשה. ",,בלי
,,,,,"שר האוצר בקרוון בתקוע ובנוקדים ואתה באלון שבות. כשאתה מתחיל את החיים בחצי בית בארץ ישראל, כפי שארז ביטון אומר, אתה לא תשכח את זה. זה דבר אחד. אנחנו באים ממסד ערכי של בני הדיור הציבורי, בני העליות. ",,רווחה
,,,,,"אני חושבת שצריך לזכור שגם מבחינה תקציבית ההיקף כאן לא גדול כי כבר היום חלק מאותם ניצולי שואה מוכרים ומקבלים הנחה בארנונה ממקומות אחרים שמהם הם זכאים. בסופו של דבר זה יצמצם את המספר. לפי חשבון גס שנעשה זה יצמצם את המספר לכ-26,000 ניצולי שואה בלבד. אנחנו חושבים שנכון מאוד להחיל היום את ההטבה הזאת באופן גורף על כולם. ",,רווחה
,,,,,"לאורך השנים אנחנו רואים את העלייה בתופעה המדאיגה מאוד הזו, שאנחנו ממש רואים אותה כמגפה של התמכרות ברישיון. היא מתפשטת מתחת לרדאר באופן סמוי, באופן שהדבר הכי גרוע הוא שאנחנו אפילו לא יודעים להעריך את מידת הנזק האמתי שלו, כי הוא סמוי.",,בלי
,,,,,"אני ביקשתי לקיים את הדיון על הגרעון, לאור בקשה, כמובן, של חברים ממפלגות שונות, אבל זה דיון שאני קבעתי אותו. אותו דבר עם הנושא של המסעדנים. אנחנו קבענו כאן בוועדה שאנחנו הולכים לחקיקה, אם אנחנו לא נגיע לפתרון עם רשות המסים. אנחנו ביקשנו מהיועצת המשפטית של הוועדה שהיא תכין את החוק, והיא הכינה את החוק, וכולם חתומים עליו - כל חברי הוועדה, כל מי שהיה והתבקש וחתם, דבר שימנע ממני לעשות דיונים. אני עושה דיונים גם כשהייתה ממשלה רגילה, וגם כשהכול היה בסדר, אני עשיתי דיונים, בגלל שכל דבר שהיה מצריך תיקון, אני עשיתי דיון. ",,כלכלי
,,,,,"אני רוצה להגיד בפתח הדברים שנושא הקמת רשות שוק ההון, זה אחת ההחלטות המהותיות שנתקבלו על-ידי משרד האוצר. אני יודע שסגן שר האוצר מוביל את הנושא הזה. יש כאן אמירה ברורה, שלצד הגופים הבנקאיים יקום גוף משמעותי נוסף. ",,כלכלי
,,,,,"אתמול עשינו ישיבה עם אותו פורום, חוץ מהפקידות הבכירה, וצר לי שככה מתנהלים. בסופו של דבר אנחנו הבאנו את האזרחים פעמיים, אני רואה אותם שם גם אתמול וגם היום. פשוט הרסנו להם את יום העבודה, אבל להבא, אני מבקש, כשאנחנו מזמינים את האנשים - - - דרך אגב, אני לא מזמין פקיד בכיר סתם. אני עצמי הייתי פקיד, עד שאני מגיע לפקיד הבכיר אני מבין שזה רק אצלו. לכן כשאני מזמין מישהו, אנא בטובכם, באמת, עזבו זה לא שאלה של כבוד וזה לא שאלה של עבודה, לכולנו יש עבודה ואנחנו חסים על כבודכם ועל זמנכם, אבל אם הזמנו מישהו, סמכו עליי ועל שיקול הדעת שלי שאני צריך את אותו בן אדם. ואם מסתבר לי שלא, אז אני אפילו מתנצל בפניו. ",,בלי
,,,,,"נושא שני משמעותי, ביקשתי שנציגי משרד ראש הממשלה יבואו לכאן ויציגו את נושא השפעות רי""א בעניין ((RIA – Regulatory Impact Analysis/ Assessment. אני שמח שמנכ""ל משרד ראש הממשלה, אלי גרונר, הגיע לפה ונמצא פה אתנו.",,בלי
,,,,,"רוב התלונות שהגיעו לוועדה מתייחסות לתנאי ההמתנה דווקא בכלא רימונים, כי שם, אני מבין, אין חדר, אולם או משהו להמתנה של המשפחות, אך סביר להניח שתנאים דומים או תנאים לא קלים מקבלים את פני המשפחות גם במתקני כליאה אחרים. הייתה גם תלונה ותלונות על יחס של סוהרים כלפי המשפחות ועל משך ההמתנה הארוך עד למפגש עם האסירים, היו מקרים שמשפחות שנכנסו לביקור היו צריכים להמתין עד שהאסירים הובאו לביקור בגלל מחסור בסוהרים. ",,בטחון פנים
,,,,,"יש פליטי שואה שמקבלים מענק שנתי. יש ניצולי שואה, שמקבלים תמיכות כאלה ואחרות, ויש ארגונים של ניצולי שואה ושל פליטי שואה, שנמצאים גם הם במשבר כלכלי מאוד מאוד עמוק. אגב, אולי אפשר להגיד שזה המשך של הדיון הראשון שהיה לנו בסדר היום של העמותות, אבל כאן אנחנו עושים פריזמה על נושא יותר ספציפי בהקשר הזה, אנחנו מציינים היום 75 שנה לסיומה של מלחמת העולם השנייה. למי שלא יודע, במלחמה הזאת לא רק נטבחו שישה מיליון יהודים, אלא גם לחמו מיליון וחצי יהודים בצבאות בנות הברית בתפקידים מאוד מאוד בכירים, אגב בכל הצבאות, בצבא האדום, אבל גם בצבא האמריקני גם בבריטי וגם באוסטרלי. מארץ ישראל לבדה היו 44,000 לוחמים.",,רווחה
,,,,,"על הרקע הזה כמצע כללי, כפלטפורמה, נמצא מקומה ומעמדה של הרשות למלחמה בסמים, שבהיסטוריה שלה כמו שידוע לכל הנוכחים כאן, קמה כאיזשהו גוף סמך או רשות עצמאית במשרד ראש הממשלה, בנסיבות שאני מגדירה אותן כאן כנסיבות פוליטיות ואני אפילו מרשה לעצמי להגיד לאו דווקא על הצד הכי כשר וטהור של הפוליטיקה, דברים שחלקם נמצאים כרגע בחקירות משטרה ובכתבי אישום. משם עברה הרשות למשרד לביטחון פנים, לא בתקופתכם, שנת 2009 אם אינני טועה או שנת 2008 - - - ",,רווחה
Committee,102.0,628.0,2022-02-01 09:00:00," << יור >> היו""ר גלעד קריב: << יור >>   ","בוקר טוב לכולן ולכולם, בוקר טוב לחברת הכנסת מיכל רוזין, לחבר הכנסת בני בגין. אנחנו נמצאים בדיון נוסף בהצעת חוק חיסיון על טיפול נפשי בהליכים משפטיים שעניינם עבירות מין (תיקוני חקיקה), התשפ""א–2021. ממשרד המשפטים נמצאות איתנו עורכת הדין נילי פינקלשטיין, עורכת הדין יפעת רווה, עורכת הדין אשרת שהם; מהמשרד לביטחון פנים עורכת הדין אפרת ליפשיץ, והיועצת המשפטית עדי טל; מהמועצה לשלום הילד, עורכת הדין לירון אשל; מאיגוד מרכזי סיוע לנפגעות ונפגעי תקיפה מינית, עורכת הדין איילת רזין בית אור; מאיגוד העובדות והעובדים הסוציאליים עורכת הדין ועובדת סוציאלית אפרת רותם, עורכת הדין ועובדת סוציאלית עידן חלילי. יש מישהו שלא הזכרנו בנוכחים? תודה. ",לכולן ולכולם לחברת רוזין לחבר בגין נוסף חיסיון טיפול נפשי בהליכים משפטיים שעניינם עבירות מין חקיקה התשפא–2021 ממשרד המשפטים נמצאות איתנו עורכת הדין נילי פינקלשטיין עורכת הדין יפעת רווה עורכת הדין אשרת שהם; מהמשרד לביטחון פנים עורכת הדין אפרת ליפשיץ והיועצת המשפטית עדי טל; מהמועצה לשלום הילד עורכת הדין לירון אשל; מאיגוד מרכזי סיוע לנפגעות ונפגעי תקיפה מינית עורכת הדין איילת רזין אור; מאיגוד העובדות והעובדים הסוציאליים עורכת הדין ועובדת סוציאלית אפרת רותם עורכת הדין ועובדת סוציאלית עידן חלילי הזכרנו בנוכחים,נשים
Committee,106.0,612.0,2020-06-14 14:00:00," << יור >> היו""ר יעקב אשר: << יור >>   ","בדיונים קודמים שהתקיימו לפני חודש, חודשיים ושלושה, הלינו חברי כנסת, ובצדק, על כך שמתחילה להיות איזושהי שיטה של הארכות. האצבע קלה על ההדק להמשיך את תקנות שעת החירום, לדחות עוד שבוע, עוד חודש ועוד חודשיים, כשבעצם מטרת הדיון המקורית והראויה שהייתה צריכה להיות בנושא הזה, לולא היינו בסד זמנים מאוד-מאוד צפוף מבחינת פקיעת חלק מהתקש""חים, הייתה לחוקק את התקש""חים השונים בחקיקה מוסדרת. חקיקה שיכולה לשמש אותנו בזמן חירום אבל שלא נעשית בהינף החלטת ממשלה כזו או אחרת בזמן חירום, אלא תוך סינון ודיון כאן בכנסת, כפי שהצעת חוק צריכה להתקבל. זו בעצם המטרה הסופית של הדיון שלנו ובימים הקרובים נתחיל להיכנס לדון לפחות בחלק הזה. ",בדיונים קודמים שהתקיימו חודש חודשיים ושלושה הלינו ובצדק שמתחילה איזושהי שיטה הארכות האצבע קלה ההדק להמשיך שעת החירום לדחות חודש חודשיים כשבעצם מטרת המקורית והראויה שהייתה לולא היינו בסד זמנים מאוד-מאוד צפוף מבחינת פקיעת מהתקשחים לחוקק התקשחים השונים בחקיקה מוסדרת חקיקה שיכולה לשמש אותנו בזמן חירום נעשית בהינף החלטת כזו בזמן חירום תוך סינון ודיון שהצעת להתקבל המטרה הסופית ובימים הקרובים נתחיל להיכנס לדון בחלק,קורונה
Committee,94.0,534.0,2021-02-15 09:00:00," << יור >> היו""ר צבי האוזר: << יור >>   ","מחזיק בשני ישראלים. אני מקבל את ההערה שלך. מחזיק בשני ישראלים – אמרתי ""ככל הנראה"" כי מעבר לעובדה שהחמאס מחזיק בשני הישראלים, אין למדינת ישראל שום מידע באשר לאותם אזרחים המוחזקים בידי החמאס. למיטב ידיעתי, אף גורם בין-לאומי לא ביקר אותם, הצלב האדום לא ביקר אותם, ואני מבקש – זה כמובן לא משרד הבריאות – לשמוע הסברים של המטה לביטחון לאומי, שמתכלל את הנושא מטעם ראש הממשלה ומשרד הביטחון, האם מדינת ישראל עומדת בראש ובראשונה על קבלת מידע באשר לאזרחים הישראלים המוחזקים בעזה, בהינתן העובדה שישראל היא הגורם המסייע להעברת חיסונים לרצועת עזה. ",מחזיק בשני ישראלים מקבל ההערה מחזיק בשני ישראלים אמרתי ככל הנראה מעבר לעובדה שהחמאס מחזיק בשני הישראלים למדינת מידע באשר לאותם אזרחים המוחזקים בידי החמאס למיטב ידיעתי גורם בין-לאומי ביקר הצלב האדום ביקר הבריאות הסברים המטה לביטחון לאומי שמתכלל מטעם ומשרד הביטחון מדינת עומדת בראש ובראשונה קבלת מידע באשר לאזרחים הישראלים המוחזקים בעזה בהינתן העובדה שישראל הגורם המסייע להעברת חיסונים לרצועת עזה,בטחון
Committee,120.0,658.0,2016-12-27 09:00:00,"היו""ר יעקב מרגי:","אנחנו שומרים מכל משמר וטוב שכך, גם נזעקים לא אחת, כשאנחנו מגלים או מזהים או אפילו חוששים מפוליטיזציה של מערכות ציבוריות וממשלתיות, אך מה קורה לנו במקרה של גורמים אידיאולוגיים שלא באים מגורמי הממשלה והפוליטיקה, האם יש לנו שם הגנות? מה קורה כשהגורם האידיאולוגי הוא מרצה או חוקר ומה קורה כשמרצה או חוקר מנווט את המערכת לגישה אידיאולוגית אחת ומסרב לתת במה אקדמית לדעות אידיאולוגיות אחרות? ראה ערך אקטואליה, בית ספר תיכונט בת""א עם רם כהן, שיכול להיות שהוא מנהל בית ספר מעולה, רק שהוא אומר שדעה אחת היא לגיטימית ודעה שנייה היא ""משיחיסטית שמיימית, שאין לה מקום בבית ספרו"". הייתי מציע לו לרכוש אי יווני כדי לבנות שם בית ספר, שם יש אזרחים שחושבים דעה אחת ומחשבה אחת. ",שומרים משמר וטוב שכך נזעקים מגלים מזהים חוששים מפוליטיזציה מערכות ציבוריות וממשלתיות קורה במקרה גורמים אידיאולוגיים באים מגורמי והפוליטיקה הגנות קורה כשהגורם האידיאולוגי מרצה חוקר קורה כשמרצה חוקר מנווט המערכת לגישה אידיאולוגית ומסרב אקדמית לדעות אידיאולוגיות אחרות ראה ערך אקטואליה תיכונט בתא רם כהן שיכול מעולה שדעה לגיטימית ודעה שנייה משיחיסטית שמיימית ספרו מציע לרכוש יווני לבנות אזרחים שחושבים דעה ומחשבה,חינוך
Committee,107.0,557.0,2017-07-11 11:45:00,"היו""ר אלי אלאלוף:","אמרתי שעד גיל 22 חייתי במרוקו, כלומר, בתיכון הייתי יחד עם יהודים וערבים. בספורט – שיחקתי רוגבי וכדורסל – יהודים וערבים ביחד. למרות ששם לא אהבנו לקבל מכות אז היהודים ברחו מהר. היתה שם פשוט אווירה מדהימה. מי שמכיר את פס ויורד לאוניברסיטה המוסלמית הראשונה בעולם, אל-קרוויין – מה הבית שיש ממול? הבית של הרמב""ם. אל-קרוויין והרמב""ם בשם הערבי המקומי קוראים לו בוסטלטס – למה? כי הוא עשה שעון, שהוא קיים עד עכשיו – לא כולו מלא לצערי, חלק נהרס – שיש בו שבע צלוחיות שמקבלות את טיפות המים וכך נקבעת השעה. זה השעון של בוסטלטס. הוא זה שהביא את השעון הזה ולכן קראו לו כך. ",אמרתי שעד 22 חייתי במרוקו כלומר בתיכון יחד יהודים וערבים בספורט שיחקתי רוגבי וכדורסל יהודים וערבים ביחד ששם אהבנו מכות היהודים ברחו מהר אווירה מדהימה שמכיר פס ויורד לאוניברסיטה המוסלמית הראשונה אל-קרוויין הבית ממול הבית הרמבם אל-קרוויין והרמבם בשם הערבי המקומי קוראים בוסטלטס עשה שעון קיים כולו נהרס שבע צלוחיות שמקבלות טיפות המים וכך נקבעת השעון בוסטלטס שהביא השעון קראו,בלי
Committee,121.0,665.0,2016-12-19 10:15:00,חמד עמאר (ישראל ביתנו):,"אדוני היושב ראש, אנחנו עוברים מדיון לדיון כשהדיון הזה הוא בעצם אותו דיון שקיימנו קודם לכן כאשר אנחנו מדברים על מספר הרוגים במדינת ישראל. כשאתה מדבר על ילדים הרוגים, מעלה את הנושא של הילדים ובודק סטטיסטיקות ורואה כמה ילדים נהרגו במדינת ישראל יחסית למדינות ה-OECD, אתה רואה אצלנו עלייה במספר ההרוגים. אני אמרתי ואני חוזר ואומר שכאשר מתוך 53 ילדים שנהרגו בשנת 2015-2016, 31 ילדים מתוכם הם מהמגזר הערבי שזה פי שתיים וחצי ממספרם באוכלוסייה. זה צועק. כאשר ילד נהרג בחצר הבית שלו ותשעה ילדים נהרגים בשנת 2015-2016 בחצר של הבית שלהם, היכן שהם צריכים לשחק, היכן שהם צריכים להיות הכי בטוחים, נדרסים או על ידי ההורים או על ידי אחד הקרובים או על ידי אחד השכנים, זה צועק לשמים. ",היושב עוברים מדיון כשהדיון שקיימנו הרוגים כשאתה מדבר הרוגים מעלה ובודק סטטיסטיקות ורואה נהרגו יחסית למדינות ה-OECD אצלנו עלייה במספר ההרוגים אמרתי חוזר ואומר שכאשר 53 שנהרגו בשנת 2015-2016 31 מתוכם מהמגזר הערבי פי שתיים ממספרם באוכלוסייה צועק ילד נהרג בחצר הבית ותשעה נהרגים בשנת 2015-2016 בחצר הבית היכן צריכים לשחק היכן צריכים בטוחים נדרסים הקרובים השכנים צועק לשמים,בטחון פנים
Committee,105.0,604.0,2021-12-20 10:00:00," << יור >> היו""ר מיכאל מרדכי ביטון: << יור >>   ","אנחנו עוד מצפים בממשלה החדשה שמשרד הכלכלה יהיה המנוע הגדול ביותר למאבק ביוקר המחיה, מצפים לראות את פעולת השרה והמנכ""ל, על כל יחידות הסמך שלהם. היחידה המרכזית שבה נתמקד היא רשות התחרות. יש לה המון כוח והמון יכולת, לא תמיד ניצלה את הכוח ואת היכולת שלה לבצע את הפעולות הראויות הנמרצות והנחושות כדי להוזיל את יוקר המחיה. אבל היא לא לבד. קיימת המועצה לצרכנות, שלראשונה נחשפתי בשבוע שעבר כשהחליטה לעשות תביעה ייצוגית על כפל העמלות בכספומטים בבנקים, כחלק מה-follow-up על מה שנחשף בעיתונות ומה שעשתה הוועדה בסוגיית העמלות בכספומטים. זו פעולה ראשונה ויפה, אבל היא לא יכולה להיות יחידה והיא לא יכולה להיות אחרונה. ",מצפים בממשלה שמשרד הכלכלה המנוע הגדול למאבק ביוקר המחיה מצפים פעולת השרה והמנכל יחידות הסמך המרכזית שבה נתמקד התחרות כוח והמון יכולת ניצלה הכוח היכולת לבצע הפעולות הראויות הנמרצות והנחושות להוזיל יוקר המחיה קיימת המועצה לצרכנות שלראשונה נחשפתי בשבוע כשהחליטה תביעה ייצוגית כפל העמלות בכספומטים בבנקים כחלק מה-follow-up שנחשף בעיתונות שעשתה בסוגיית העמלות בכספומטים פעולה ויפה יחידה והיא אחרונה,כלכלי
Committee,136.0,732.0,2017-06-19 11:30:00,"היו""ר עבד אל חכים חאג' יחיא:","שלום לכולם. אני פותח את הישיבה. הדיון היום יהיה גם המשך לדיון הקודם של ועדת המשנה שעוסק בפיגומים והנפילה מפיגומים, אבל אנחנו מתבשרים גם שלא רק אנשים נופלים מפיגומים אלא הפיגומים גם נופלים עם האנשים שעומדים עליהם או עובדים שם. אני רוצה לפתוח במקרה באזור עפולה, לפני שבוע ימים בערך, נפל פיגום. על זה דיברנו בישיבה הקודמת, הסיפור דרך איך מקימים פיגום ועובדים איתו. דיברנו על זה שמי שבונה את הפיגום צריך להיות מוסמך, שיש לו את האישור, מנהל העבודה צריך לוודא שיש לו את האישור שלו ולפחות הוא נמצא בשטח, שהעובדים שלו נמצאים שם, מנהל העבודה או מי שאחראי על הבטיחות צריך לבדוק את התקינות של הפיגום לפני שהמתקין או הבונה אותו יוצא מהשטח וגם לרשום את זה ביומן העבודה, לאשר ולבדוק והאישור שלו לא יהיה רק כדי להתחשבן עם הקבלן שבונה את הפיגומים. ",המשך הקודם שעוסק בפיגומים והנפילה מפיגומים מתבשרים נופלים מפיגומים הפיגומים נופלים שעומדים עליהם עובדים במקרה באזור עפולה ימים נפל פיגום דיברנו בישיבה הקודמת הסיפור מקימים פיגום ועובדים דיברנו שמי שבונה הפיגום מוסמך האישור העבודה לוודא האישור ולפחות בשטח שהעובדים העבודה שאחראי הבטיחות לבדוק התקינות הפיגום שהמתקין הבונה מהשטח לרשום ביומן העבודה לאשר ולבדוק והאישור להתחשבן הקבלן שבונה הפיגומים,בטחון פנים
Committee,91.0,530.0,2017-02-20 11:00:00,"היו""ר איתן כבל:","במעבר חד, אני רוצה לעבור לעניין נוסף, סיפור סאגת התאגיד. אני אומר בצורה מפורשת, נכון, עתירה ראשונה לבג""ץ שהגשתי הצליחה לייצר את ה-30 באפריל. בעתירה נוספת לבג""ץ שהגשנו, אמרו לנו: תבואו ב-30 באפריל. כל השמועות שמגיעות לאוזנינו על העובדה ששר התקשורת הנוכחי בהעברת המקל הזמני לשר התקשורת צחי הנגבי, כאשר זה ימונה על-ידי הממשלה ויאושר על-ידי הכנסת, אחת ההתניות המרכזיות שלו היא לקפד את ראשו של התאגיד. גם מי שסובל מירידת שמיעה והקשיב לדבריו של צחי הנגבי יכול היה, לצערי, להבין שהפקודה ניתנה. עכשיו אנחנו מחכים לראות מה תהיה דרך הפעולה.",במעבר חד לעבור נוסף סיפור סאגת התאגיד מפורשת עתירה לבגץ שהגשתי הצליחה לייצר ה-30 באפריל בעתירה נוספת לבגץ שהגשנו אמרו תבואו ב-30 באפריל השמועות שמגיעות לאוזנינו העובדה ששר התקשורת הנוכחי בהעברת המקל הזמני לשר התקשורת צחי הנגבי ימונה על-ידי ויאושר על-ידי ההתניות המרכזיות לקפד ראשו התאגיד שסובל מירידת שמיעה והקשיב לדבריו צחי הנגבי להבין שהפקודה ניתנה מחכים הפעולה,בלי
Committee,105.0,591.0,2020-07-02 09:30:00," << יור >> היו""ר יעקב אשר: << יור >> ","הדיון היום הוא על חשבון הדיון בחוק הסמכויות הגדול. זו פעם ראשונה שכשאני מדבר על חוק הסמכויות הגדול אני מבין שנצטרך אותו. אנחנו כבר כמעט חודשיים שאומרים שאולי המחלה אוטוטו נגמרת, שאולי יהיה גל שני. בגל הזה שאנחנו נמצאים בו היום, גם אם הוא ייפסק מחר בבוקר, וכולנו מתפללים לזה, ייקח שלושה-ארבעה חודשים עד שנתאושש. כנראה שחשוב שהתקנות האלו יהיו מוסדרות. אני רואה את המטרה הגדולה שלנו לזרז ככל הניתן, להתקדם ככל הניתן בחוק הגדול. לצערי הרב היינו צריכים היום לוותר על הישיבה הזאת והיא תיערך בשבוע הבא. ננסה לעשות אותה בצורה הכי זהירה ומהירה, ומצד שני הכי מעמיקה והכי בררנית בנוגע לפעולות למיניהן. ",חשבון הסמכויות הגדול שכשאני מדבר הסמכויות הגדול מבין שנצטרך חודשיים שאומרים שאולי המחלה אוטוטו נגמרת שאולי גל בגל ייפסק מחר בבוקר וכולנו מתפללים ייקח שלושה-ארבעה חודשים שנתאושש שחשוב שהתקנות האלו מוסדרות המטרה הגדולה לזרז ככל הניתן להתקדם ככל הניתן הגדול הרב היינו צריכים לוותר והיא תיערך בשבוע ננסה זהירה ומהירה ומצד מעמיקה והכי בררנית בנוגע לפעולות למיניהן,בלי
Committee,140.0,751.0,2018-05-01 09:30:00,"היו""ר אורי מקלב:","אבל טוב שאנחנו כן יכולים לקיים את הדיון ואני מודה ראשית על הנוכחות של כולם מכיוון שאנחנו ביקשנו את הדיון הזה בגלל שאנחנו תוהים עם עצמנו בהצעת החוק הזו אם אנחנו עושים דבר נכון או לא. חבר הכנסת בגין קיבל על עצמו, לאחר בקשות של הוועדה, ממש פניות של הוועדה, לבדוק הצעות חוק שמתגלגלות פה דרך הוועדה מהכנסת ה-17, למעלה מעשר שנים, אולי 12 שנה שאנחנו נמצאים במצב שהצעות חוק שבדיונים שיש פה אין מי שחולק ואומר שהדברים הם חשובים, לא רק חשובים לגופם של דברים, אלא חשובים בגלל ההתפתחויות הטכנולוגיות, התפתחות הגנטיקה, המצב הקיים בפרקטיקה הקיימת, איפה שאנחנו נמצאים בשני החוקים האלה. חבר הכנסת בגין, באמת אני תמיד מודה לו על הדבר הזה, הוא לא מאלה שמרבה להגיש הצעות חוק כחבר כנסת וכשהוא בוחר את זה הוא בוחר לאחר שהוא באמת התרשם והשתכנע ומאמין שיש בזה דברים חשובים. ",יכולים לקיים מודה ראשית הנוכחות מכיוון ביקשנו תוהים עצמנו בגין קיבל בקשות פניות לבדוק הצעות שמתגלגלות מהכנסת ה-17 למעלה מעשר 12 במצב שהצעות שבדיונים שחולק ואומר שהדברים חשובים חשובים לגופם חשובים ההתפתחויות הטכנולוגיות התפתחות הגנטיקה המצב הקיים בפרקטיקה הקיימת בשני החוקים בגין מודה מאלה שמרבה להגיש הצעות כחבר וכשהוא בוחר בוחר התרשם והשתכנע ומאמין חשובים,בלי
Committee,105.0,570.0,2017-05-16 10:30:00,"היו""ר סתיו שפיר:","אני חייבת לומר שלמרות המעקב שעושה טלל דולב, שעומדת בראש הצוות החשוב הזה במשרד ראש הממשלה, אין מנוס מלקבוע כבר בתחילת הישיבה הזאת, ואני אומרת את זה בצער רב, שהכסף הזה עדיין לא הועבר. הוא עדיין לא נמצא בתקציב והוא מחכה להעברות תקציביות. למה יש הבדל משמעותי בין תקציב לבין העברות תקציביות? מה שנמצא בתוך תקציב המדינה, בעצם התקציב שהצביעה עליו הכנסת, הוא כסף שניתן להעביר אותו, להשתמש בו, לבצע אותו כפי שזה אמור להיות במצב מתוקן ומסודר. מה שכפוף להעברות תקציביות הוא כסף שצריך אחר כך כל מיני אישורים של ועדת הכספים, כל מיני אישורים של חברי כנסת והוא לא מתוכנן בבסיס התקציב. ",חייבת שלמרות המעקב שעושה טלל דולב שעומדת בראש הצוות החשוב במשרד מנוס מלקבוע בתחילת אומרת בצער רב שהכסף הועבר בתקציב מחכה להעברות תקציביות הבדל משמעותי תקציב לבין העברות תקציביות שנמצא תקציב התקציב שהצביעה שניתן להעביר להשתמש לבצע אמור במצב מתוקן ומסודר שכפוף להעברות תקציביות שצריך מיני אישורים הכספים מיני אישורים מתוכנן בבסיס התקציב,בלי
